test_number,exam_title,source_pdf,question_number,question_text,option_A,option_B,option_C,option_D,correct_letter,correct_option_text,rationale
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,11,One reason it is important for a business to develop a marketing plan is that the plan,provides guidelines for personnel to meet the company's objectives.,allows the business to focus on short-term goals instead of long-term goals.,reduces the need to implement corrective action or contingency plans.,increases the business's financial security in an unpredictable environment.,A,provides guidelines for personnel to meet the company's objectives.,"Provides guidelines for personnel to meet the company's objectives. A marketing plan is a set of procedures or strategies designed to attract target customers to a business. A comprehensive marketing plan identifies the specific actions and activities that a company will use to attract its target customers. Therefore, the marketing plan provides guidance for employees who are carrying out the marketing activities. Because internal and external factors change, a marketing plan does not reduce the need for a business to develop corrective action or contingency plans, nor does it increase its financial security. Marketing plans contain both short-term and long-term goals."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,12,"A local veterinarian decides to add a surgical wing to their office, which will allow them to serve more patients over the coming years. The cost of building the new wing is an example of a(n)",operating expense.,expense control.,capital expenditure.,budget deficit.,C,capital expenditure.,"Capital expenditure. A capital expenditure is a one-time purchase that a business makes (e.g., land, building, equipment) that will provide long-term benefits in the future. In this case, the veterinarian's addition of a surgical wing will help grow their practice and ultimately result in more opportunity for profit. Operating expenses are the ongoing, day-to-day costs involved in running a business that are not tied to production. A budget deficit occurs when expenditures exceed revenues, which we have no proof of in this scenario. Expense control includes efforts to maintain or reduce a certain level of spending."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,13,One way that a business can learn about its competitors' activities is by,developing product specifications.,reviewing secondary data.,identifying communication barriers.,evaluating intranet efficiencies.,B,reviewing secondary data.,"Reviewing secondary data. By learning about its competitors' markets, products, pricing, and promotional activities, a business can determine its competitors' strengths and weaknesses in the marketplace. By evaluating its competitors' strengths and weaknesses, a business can determine the ways in which it can gain market share. To obtain information about its competitors, the business can collect secondary data, which are information that has been collected for purposes other than the project at hand. Secondary information that the business might review includes its competitors' promotional materials, their products, and industry publications. An intranet is a business's internal computer network. Because a business does not have direct access to its competitors' intranet systems, it would be difficult for a business to obtain specific information about the ways in which its competitors' intranet systems work. Developing product standards will not provide a business with information about a competitor's activities. Communication barriers are problems that interfere with the effective exchange of information."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,14,Key performance indicators used to assess business performance should align with the business's,corporate culture.,payroll and benefits.,operating expenses.,goals and objectives.,D,goals and objectives.,"Goals and objectives. A common way to assess the performance of a business plan is to develop and use key performance indicators. Key performance indicators are an effective way to track, measure, and improve business results. Aligning key performance indicators with business goals and objectives can help an organization stay focused on the aspects of the business that are most important to it. Key performance indicators are not necessarily aligned with a business's operating expenses, corporate culture, or payroll and benefits."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,15,What can a business do to help prevent former employees from sharing confidential business strategies and knowledge with competitors?,Require employees to sign non-disclosure agreements.,Acquire patents and copyright registrations for intellectual property.,Pay contingency fees to ensure lawyers are available when needed.,Require employees to maintain records of key knowledge.,A,Require employees to sign non-disclosure agreements.,"Require employees to sign non-disclosure agreements. Requiring employees to sign non-disclosure agreements can help prevent former employees from sharing confidential knowledge with competitors. Requiring employees to maintain records of key knowledge does nothing to prevent them from sharing it. Patents and copyright registrations can protect formal product designs and proprietary information, but they do not provide the legal incentive to prevent former employees from sharing confidential information. Maintaining access to legal services does not help prevent former employees from sharing information."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,16,Which form of business ownership makes up the minority of businesses in the U.S. yet makes up the majority of sales?,Sole proprietorships,Corporations,Partnerships,LLCs,B,Corporations,"Corporations. In the U.S., corporations are in the minority as a form of business ownership, but they generate the majority of sales. There are many more sole proprietorships, partnerships, and LLCs in the U.S., but they do not generate near as many sales as corporations."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,17,Dion works in the production planning department of a company that makes machinery. This machinery is then sold to companies that use it to create vehicles. Dion's company's output is considered,human resources.,consumer goods.,industrial goods.,intangible products.,C,industrial goods.,"Industrial goods. Outputs are categorized as industrial goods if they are sold to producers who will use them to make other products. Dion's company makes machinery that other companies use to create vehicles. Outputs are categorized as consumer goods if they are sold to ultimate consumers. Human resources refer to the people who work to produce goods and services. Intangible products are those that cannot be detected by the senses, such as education or health care."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,18,"When Jackson, a manager at AMO Inc., uses the company car to run personal errands during working hours, he is acting unethically because he is",misusing company resources.,violating government policies.,harassing other employees.,sharing confidential information.,A,misusing company resources.,"Misusing company resources. When Jack uses a company resource (e.g., car) for personal reasons during working hours, he is behaving unethically because he is not using the resource for its intended purpose, which is to support the business. There is not enough information in the example to indicate that Jack is harassing other employees, sharing confidential information, or violating government policies."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,19,"When a business has been running successfully for several years, what would be a probable next financial step?",Acquiring startup funds,Deciding on financial goals,Determining product prices,Purchasing a second location,D,Purchasing a second location,"Purchasing a second location. If a business has been running successfully for several years, it may be in the expansion stage of its life cycle. This could mean that the company would consider purchasing a second location. A company would acquire startup funds, decide on financial goals, and determine product prices at a much earlier stage in development."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,20,Which of the following decreases as production increases in a business that has economies of scale:,Income taxes,Pay rates,Net profits,Fixed costs,D,Fixed costs,"Fixed costs. Economies of scale are characteristics that allow a business to increase output without experiencing a comparable increase in the cost of production. The fixed costs of production are spread over more units so the overall cost of producing more and more products actually decreases. For example, once an electric plant is built, the cost of producing electricity decreases because the cost of building the facility is spread over more and more units of electricity. In a business that has economies of scale, net profits may increase, which will lead to an increase in income tax. Pay rates usually do not decrease as a result of economies of scale."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,21,"The VOT Company's IT staff has developed a software program that will simplify several processes across multiple departments of the business. In simplifying these processes, the software will increase overall efficiency. Which of the following best describes the direct cause of these business process changes and improvements:",Lower costs,New technology,Better return on investment,Industry trends,B,New technology,"New technology. A new software program is a new form of technology. While it's true that costs may go down and return on investment may go up as a result of these business process changes, they are not the direct causes of the changes. In this situation, new technology is the direct cause of business process changes. There is no indication that this new technology is emblematic of a bigger industry trend."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,22,Intermediaries buy large quantities of goods from producers and sell smaller quantities to other intermediaries or to consumers. The result is that intermediaries __________ their per-unit cost for goods.,reduce,increase,stabilize,control,A,reduce,"Reduce. When intermediaries buy large quantities of goods from producers, large-scale production enables the producers to reduce their per-unit cost of the items and pass some of the savings along. Intermediaries do not have the power to stabilize or control producer prices."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,23,"When employees are exposed to a variety of different ideas and perspectives, they are more likely to come up with their own new ideas and strategies. In other words, knowledge and learning lead to",leadership.,innovation.,complacency.,curiosity.,B,innovation.,"Innovation. Innovation, the creation or discovery of something new, such as a new product, strategy, or process, is closely tied to knowledge and learning. When employees are constantly learning at work, they are more likely to innovate. They are not more likely to become complacent, which means feeling satisfied with less-than-stellar performance. Learning and knowledge may also lead to greater curiosity and leadership, but this example specifically references innovation."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,24,"Melissa has been assigned a unique task at work; her boss wants her to oversee her team's adoption of a new software. They explain that Melissa should make a plan for the integration of the new software, support her teammates in the transition, and ensure that the transition is successful. In other words, Melissa is responsible for",change management.,managerial control.,human resources management.,organizational goal setting.,A,change management.,"Change management. Change management involves overseeing transitions (change) within a company. Some of the activities involved in change management include planning a change, educating team members about the change, supporting the staff throughout the change, and ensuring that the change leads to positive results. In this example, Melissa is responsible for change management, not goal setting, human resources management, or managerial control. Human resources management is the process of planning, staffing, leading, and organizing the employees of the business. Managerial control is a function of management that involves monitoring the work effort in an organization."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,25,Which of the following is an important component of a business's press kit:,Biographies of key company figures,Promotional messages,Customer testimonials,Interviews,A,Biographies of key company figures,"Biographies of key company figures. A press kit is a package of information about a company, whether physical or digital, that is sent out to reporters in hopes of generating interest about that company. The press kit should be a “one-stop shop” of all information a reporter could need to write about the company. This includes biographies of key figures in the company, such as the CEO, COO, etc. Promotional messages, interviews, and customer testimonials are not necessarily important components of a press kit."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,26,"If a marketer is looking to gather data from a company's sales team, what information can they expect to find?",Updates on current trends in the marketing industry,Who the company's current and potential customers are,What products competitors are currently offering,"The cost of goods, services, and raw materials",B,Who the company's current and potential customers are,"Who the company's current and potential customers are. A company's sales team generates a great deal of useful data for marketers, as salespeople keep records that can show marketers things such as who the company's current and potential customers are, what current and potential customers want, and data about completed sales. Updates on current trends in the marketing industry would not come from a sales team, but from the news, online publications, blogs, or trade journals. Data about what products competitors are currently offering comes from observing what competitors are doing. The cost of goods, services, and raw materials are data that come from a vendor or distributor."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,27,Which of the following statements regarding corporate governance is true:,The focus of corporate governance is social rather than financial.,The principles of corporate governance often conflict with sustainability.,Small businesses do not need formal corporate governance.,Corporate governance keeps any one person from having too much control.,D,Corporate governance keeps any one person from having too much control.,"Corporate governance keeps any one person from having too much control. Corporate governance is the system by which directors handle their responsibility toward shareholders. It includes the techniques used to direct and manage a company, usually conducted by the board of directors. One of the roles of corporate governance is to keep one person in an organization from exerting too much control. This ensures fairness and accountability to stakeholders. It is not true that small businesses have no need for formal corporate governance; organizations of all sizes can benefit from it. The principles of corporate governance support and encourage sustainability, rather than conflicting with it. Finally, corporate governance focuses on both social and financial aspects of an organization."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,28,"After a good is produced, the price of that good should be set at a point at which",a large profit is made.,competition has sold the good.,the price is twice the cost.,the good will sell.,D,the good will sell.,"The good will sell. Prices should be set so that they satisfy both buyers and sellers. Competition is a factor in determining prices, but each company must determine its own selling price. Certainly a profit must be achieved; however, this may not always be a large one. Doubling the cost may not create an appropriate price based on the type of business, clientele, etc."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,29,Which of the following is a way in which the government supports the growth of business:,Surveys,Subsidies,Tax increases,Tariff reductions,B,Subsidies,Subsidies. A subsidy is government financial help given to a business. An example of a business subsidized by the government is mass transit. Tariff reductions would slow the growth of business by allowing more imports to enter the country. Tax increases would also slow business growth by reducing profits. Government surveys provide information which may or may not be useful to businesses.
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,30,Which of the following information about new employees are businesses required to report to the federal government:,References,Compensation,Benefits,Address,D,Address,"Address. Federal law requires businesses to report certain information about new employees, such as their names, addresses, and Social Security numbers. Businesses obtain this information by having new employees fill out IRS Form W-4, which is used for income tax withholding purposes. Businesses are not required to report information about a new employee's references, benefits, or compensation."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,31,Which of the following would a business use to know how much money is available to hire more staff:,Income statements,Profit-and-loss statements,Journals,Accounting information,D,Accounting information,"Accounting information. Accounting is the process of keeping financial records. The accounting information in these records helps managers make financial decisions that affect the business. The accounting information indicates to managers how much money they can spend for activities, such as hiring more staff. A profit-and- loss statement is an income statement that shows how much money the business has made or lost. Journals are special books or computer programs in which a business's transactions are recorded in the order that they occur."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,32,An internet and cable provider is considering whether to implement a new process that would require its customer service agents to work the phone lines for 24 hours a day instead of the previous 12 hours a day. What type of factor will most likely impact the design of this new process?,Regulatory,Environmental,Human,Technological,C,Human,"Human. People can have a large impact on the design of a process. Stress, employee morale, and fatigue are common human factors that can influence process design. If the internet and cable company wants to increase its customer service phone line hours, it will need to consider that its employees may not be able to take on any extra work or may become fatigued from the extra hours. Regulatory and environmental factors that affect process design include government regulations and the political or social environment surrounding a company. Technological factors include the cost of necessary equipment or technology."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,33,Ad-blocking software and spam filters help individuals avoid,direct print mail.,unsolicited publications.,unwanted digital advertising.,telemarketing calls.,C,unwanted digital advertising.,"Unwanted digital advertising. Ad-blocking software and spam filters help individuals avoid unwanted advertising while they are online. They do not prevent individuals from receiving unsolicited publications, direct print mail, or telemarketing calls. Adding your phone number(s) to a Do-Not-Call registry can stop telemarketers from contacting you."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,34,Which of the following is a product consideration when selecting distribution channel members:,Perishability,Promotion,Intensity,Segmentation,A,Perishability,"Perishability. A product's characteristics often influence how it moves through the distribution channel. Because a highly perishable product (e.g., fruit, milk) has a short life cycle, it should quickly move through as few channels as possible so it remains fresh for purchase and consumption. Promotion and segmentation are market factors. Intensity is a distribution strategy."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,35,A comprehensive report reveals that the Sabin Company can increase its data-entry outputs by 20% in a six- month period by installing the MMX software system. Sabin can use this type of business analysis to determine,why it should evaluate work schedules.,how to increase its efficiency.,how to detect a problem.,why it should obtain new markets.,B,how to increase its efficiency.,"How to increase its efficiency. In this situation, the business is analyzing an “if, then” situation. If the company purchases a certain type of software, then it can increase its data-entry outputs. If the company increases its outputs, it is increasing its efficiency (productivity). How does the business increase its efficiency? It installs a specific type of software. The information does not indicate how to detect a problem or why the company should evaluate work schedules. A business uses a marketing analysis to determine why it should obtain new market segments."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,36,"When attempting to reduce costs, most businesses will first cut __________ costs.",fixed,production,variable,operating,D,operating,"Operating. When attempting to reduce costs, most businesses will first cut operating costs, whether those costs are fixed or variable. Most businesses will not cut production costs unless they cannot cut operating costs any further."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,37,Which of the following is considered an external control mechanism impacting how a company functions:,Industry standards,Payroll reviewed by leaders,Usernames and passwords,Segregation of duties,A,Industry standards,"Industry standards. External controls are influences from outside a company that impact how it functions. They ensure that companies are accountable for their actions and uphold a certain standard of behavior. External control mechanisms include industry standards, government laws and regulations, union contracts, external audits, and media relations. Payroll reviewed by leaders, segregation of duties, and usernames and passwords are all internal control mechanisms. Internal controls are rules and procedures implemented by a company to manage its operations and create consistent outcomes. Internal controls are used by a company to ensure integrity, prevent fraud, and promote accountability."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,38,Which of the following is an example of two businesses that are indirect competitors:,McDonald's and Burger King,Starbucks and American Eagle Outfitters,AT&T and Verizon,Apple and Microsoft,B,Starbucks and American Eagle Outfitters,"Starbucks and American Eagle Outfitters. Indirect competition is a rivalry between or among businesses that offer dissimilar goods or services. Starbucks offers coffee and other specialty drinks, while American Eagle Outfitters sells clothing. The businesses offer different products but are competing for consumers' scarce dollars, making them indirect competitors. On the other hand, direct competition is a rivalry between or among businesses that offer similar types of goods or services. For example, Apple and Microsoft sell computers, software, and other electronics; McDonald's and Burger King sell fast food; and AT&T and Verizon sell cell phone services."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,39,Which of the following types of internal work teams do many businesses use to recognize product opportunities on a continuous basis:,Cross-functional,Production,Homogenous,Independent-matrix,A,Cross-functional,"Cross-functional. To remain competitive in the marketplace, businesses often develop systematic, ongoing processes to help them recognize opportunities to fulfill a market's unmet needs and wants. Cross-functional work teams consist of a variety of people who have different skills and experiences, and who often work in different company departments. Group diversity provides different perspectives, which often sparks creativity to identify product opportunities. Homogenous, production, and independent-matrix are not terms normally used to describe a product-development work team."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,40,Which of the following is an internal factor that impacts corporate governance structures:,Regulation,Independent audits,Segregation of duties,Industry association guidelines,C,Segregation of duties,"Segregation of duties. Segregation of duties is a concept that refers to more than one person completing a task. Segregating duties helps companies avoid errors and misconduct that could be committed by one individual. Companies that institute segregation of duties are strengthening their corporate governance structures. Regulation, independent audits, and industry association guidelines are all external factors that affect corporate governance structures."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,41,Which of the following is a benefit of debt financing when starting a business:,You don't have to pay back the money if the business fails.,You have control over how the money is spent.,"You have help from knowledgeable, experienced investors.",You don't need to pay interest on the money.,B,You have control over how the money is spent.,"You have control over how the money is spent. One of the biggest benefits of debt financing is the ability to control how the financing is spent. When you take out a business loan, you are in control of what you do with the money. When you obtain equity financing, however, the investors that are helping you start your business have primary control over business decisions. Some of the downsides of debt financing include interest payments and the need to pay the money back even if the business fails. Help from experienced investors is a benefit of equity financing, not debt financing."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,42,An applicant for a position as a checker-cashier was asked to ring a sale on the cash register and to balance the cash register based on specific figures and transactions. What management selection device is being used?,Written test,Background investigation,Performance simulation test,Interview,C,Performance simulation test,"Performance simulation test. What better way to find out if an applicant can do a job successfully than by having them do it? Realization of this fact has increased the usage of performance simulation tests, which are made up of actual job behaviors, rather than the substitutes found in written tests. An interview is a dialogue between the employer and potential employee. A background investigation may look into the applicant's previous work history or verify the information on an application."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,43,A business owner who plans to exit their business venture by selling it to another company needs to develop the business in a way that,creates value for potential buyers.,appeals to a specific company.,allows them to maintain control after the purchase.,will generate regular income for them after the purchase.,A,creates value for potential buyers.,"Creates value for potential buyers. A business owner who plans to sell their company should develop products, employees, and business strategies that will appeal to future buyers. When a business owner sells their business to another company, they typically give up control and no longer earn personal income from it. Developing a business to appeal to one specific company is an ill-advised business strategy because it severely limits the number of potential buyers."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,44,"When a business is successful in carrying out its brand promise, it provides its customers with",a variety of messages.,above-average product quality.,consistent experiences.,a single touchpoint.,C,consistent experiences.,"Consistent experiences. A brand promise is a business's agreement (spoken or unspoken) with customers that it will consistently meet their expectations and deliver on its brand characteristics and values. All messages and touchpoints should reinforce the brand promise in a consistent way. Brand characteristics vary among businesses and products but may focus on product quality. Businesses use many touchpoints to communicate their brand promises—employees, website, advertising, public relations activities, etc. All of the touchpoints and messages form the customers' impressions of the business and influence their experiences with the business."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,45,Which of the following is an interactive public relations activity:,Search engine optimization,Social media,Newsletter,Podcast,B,Social media,"Social media. Social media are interactive forms of electronic communications through which users build communities, network, share information, etc. A newsletter, a podcast, and search engine optimization are one- way public relations activities and are not interactive."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,46,"How does a business's gross profit compare to the industry standard of 25% if it has annual sales of $500,000 and cost of goods sold is $400,000?",5% lower,10% lower,5% higher,10% higher,A,5% lower,"5% lower. Businesses often compare their income from sales and the cost of buying those goods to the industry standard in order to determine if they are spending too much based on the profit earned. If the industry standard is 25% gross profit, a business wants to make sure that it is earning that amount. To calculate the percentage of gross profit, first subtract the cost of goods sold from annual sales to determine gross profit ($500,000 - $400,000 = $100,000). Then, divide that figure by annual sales ($100,000 ÷ $500,000 = .20). Convert that figure to a percentage by multiplying by 100 (.20 X 100 = 20%). In this case, the business is earning 20% gross profit which is 5% lower than the industry standard."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,47,Supply chain management attempts to control which of the following business activities:,The buying and selling of stocks,"Production, shipment, and distribution of products",Financial planning and managerial accounting,Human resources and communications,B,"Production, shipment, and distribution of products","Production, shipment, and distribution of products. Supply chain management is a career area in which employees supervise the complete process of getting products into the marketplace—including the production, shipment, and distribution of products. Supply chain management does not specifically oversee the buying and selling of stocks, human resources, communications, financial planning, or managerial accounting; however, each of these business practices influences supply chain management in its own unique way."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,48,An organization should include independent members on its board of directors because they,are less likely to act unethically.,understand the company's inner workings.,provide an objective perspective.,represent the interests of management.,C,provide an objective perspective.,"Provide an objective perspective. An organization's board of directors should include both inside and independent members. Inside members are high-level executives, shareholders, or stakeholders in the organization. Independent members are not involved with the organization. They provide an objective view, keep the board transparent, and help balance out the power of the board. They do not represent the interests of management. They also do not necessarily understand the company's inner workings, at least not as well as inside members. Independent members are not necessarily any less likely to act unethically than inside members."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,49,"Yvonne wants her innovation to succeed, so she makes sure that there's a market for her innovation and that she has plenty of money and resources on hand. Which step of achieving innovation is Yvonne demonstrating?",Researching,Making connections,Reducing risk,Being open-minded and flexible,C,Reducing risk,"Reducing risk. To be successful innovators, businesses need to reduce risk. Innovation is always risky, but by evaluating the potential market for their innovations and basing new innovations on previous experiences, businesses can decrease risk. It's also extremely important for a business to make sure it has enough money and resources to handle launching its innovation. Although making connections, being open-minded and flexible, and researching are all important steps businesses can take to achieve innovation, they are not illustrated in Yvonne's example."
